YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,AK,Alaska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,28.0,28.0,24.9,31.3,1620.0,,,,Male,,,OWS,OWS1,Q036,VALUE,2,Gender,Male,GEN,MALE
2011,2011,AK,Alaska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,26.7,26.7,23.9,29.7,1716.0,,,,Female,,,OWS,OWS1,Q036,VALUE,2,Gender,Female,GEN,FEMALE
2011,2011,AL,Alabama,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,32.3,32.3,29.9,34.7,2581.0,,,,Male,,,OWS,OWS1,Q036,VALUE,1,Gender,Male,GEN,MALE
2011,2011,AL,Alabama,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.8,31.8,30.0,33.6,4723.0,,,,Female,,,OWS,OWS1,Q036,VALUE,1,Gender,Female,GEN,FEMALE
2011,2011,AR,Arkansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,31.2,31.2,28.5,33.9,2846.0,,,,Female,,,OWS,OWS1,Q036,VALUE,5,Gender,Female,GEN,FEMALE
2011,2011,AR,Arkansas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,30.7,30.7,27.5,34.1,1681.0,,,,Male,,,OWS,OWS1,Q036,VALUE,5,Gender,Male,GEN,MALE
2011,2011,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.4,24.4,21.5,27.6,2474.0,,,,Male,,,OWS,OWS1,Q036,VALUE,4,Gender,Male,GEN,MALE
2011,2011,AZ,Arizona,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,25.8,25.8,22.9,29.0,3676.0,,,,Female,,,OWS,OWS1,Q036,VALUE,4,Gender,Female,GEN,FEMALE
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,23.1,23.1,21.8,24.5,7159.0,,,,Male,,,OWS,OWS1,Q036,VALUE,6,Gender,Male,GEN,MALE
2011,2011,CA,California,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011.0,Value,24.5,24.5,23.3,25.7,9929.0,,,,Female,,,OWS,OWS1,Q036,VALUE,6,Gender,Female,GEN,FEMALE
