YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,56.2,56.2,,,44.9,66.9,130.0,,,,,,2 or more races,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,67.2,67.2,,,63.3,70.9,1130.0,,,College graduate,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Education,College graduate,EDU,EDUCOGRAD
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,46.5,46.5,,,32.4,61.2,70.0,,,,,,Hispanic,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,59.3,59.3,,,53.2,65.0,517.0,,,,,"$50,000 - $74,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,55.3,55.3,,,49.5,61.0,543.0,,35 - 44,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,62.8,62.8,,,54.0,70.9,203.0,,18 - 24,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,58.9,58.9,,,53.1,64.4,566.0,,65 or older,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,51.8,51.8,,,43.9,59.7,358.0,,,,,"$15,000 - $24,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,57.9,57.9,,,48.3,66.9,211.0,,,,,"$25,000 - $34,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,63.2,63.2,,,59.1,67.1,1077.0,,,,,"$75,000 or greater",,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,58.4,58.4,,,54.7,62.0,1482.0,,,,Male,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Gender,Male,GEN,MALE
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,56.2,56.2,,,51.4,61.0,700.0,,45 - 54,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,57.9,57.9,,,55.4,60.4,3212.0,Total,,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Total,Total,OVR,OVERALL
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,62.0,62.0,,,59.3,64.6,2367.0,,,,,,Non-Hispanic White,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,59.3,59.3,,,54.9,63.6,932.0,,,Some college or technical school,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,49.9,49.9,,,35.1,64.7,58.0,,,,,,Other,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Race/Ethnicity,Other,RACE,RACEOTH
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,52.7,52.7,,,45.6,59.7,414.0,,,,,Data not reported,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Income,Data not reported,INC,INCNR
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,55.1,55.1,,,47.9,62.2,390.0,,,,,"$35,000 - $49,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,53.1,53.1,,,44.3,61.7,219.0,,,Less than high school,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Education,Less than high school,EDU,EDUHS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,57.6,57.6,,,51.4,63.5,448.0,,25 - 34,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,49.9,49.9,,,45.2,54.7,923.0,,,High school graduate,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,57.4,57.4,,,54.0,60.7,1730.0,,,,Female,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Gender,Female,GEN,FEMALE
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,56.0,56.0,,,46.6,65.1,245.0,,,,,"Less than $15,000",,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Income,"Less than $15,000",INC,INCLESS15
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,58.2,58.2,,,53.3,63.0,752.0,,55 - 64,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,52.2,52.2,,,45.8,58.4,433.0,,,,,,American Indian/Alaska Native,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,2,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,37.9,37.9,,,33.8,42.2,1270.0,,,,,Data not reported,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Income,Data not reported,INC,INCNR
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,43.1,43.1,,,25.7,62.4,55.0,,,,,,2 or more races,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,40.6,40.6,,,37.2,44.0,1863.0,,,,,,Non-Hispanic Black,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,39.3,39.3,,,35.9,42.8,1277.0,,45 - 54,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,40.2,40.2,,,37.1,43.3,1660.0,,55 - 64,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,41.8,41.8,,,37.6,46.0,856.0,,35 - 44,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,31.5,31.5,,,27.6,35.8,1118.0,,,Less than high school,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Education,Less than high school,EDU,EDUHS
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,44.0,44.0,,,40.9,47.1,1921.0,,,Some college or technical school,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,38.8,38.8,,,34.3,43.4,1061.0,,,,,"Less than $15,000",,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Income,"Less than $15,000",INC,INCLESS15
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,49.4,49.4,,,43.1,55.8,352.0,,18 - 24,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,45.4,45.4,,,42.7,48.1,2441.0,,,,Male,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Gender,Male,GEN,MALE
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,52.6,52.6,,,49.5,55.7,1813.0,,,College graduate,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Education,College graduate,EDU,EDUCOGRAD
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,41.9,41.9,,,37.2,46.7,611.0,,25 - 34,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,36.7,36.7,,,33.1,40.5,1346.0,,,,,"$15,000 - $24,999",,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,48.7,48.7,,,44.1,53.3,853.0,,,,,"$35,000 - $49,999",,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,41.3,41.3,,,36.8,45.9,786.0,,,,,"$50,000 - $74,999",,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011.0,Value,42.4,42.4,,,40.7,44.0,7191.0,Total,,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Total,Total,OVR,OVERALL
