YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,21.7,21.7,,,19.1,24.6,1702.0,,,,Female,,,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Gender,Female,GEN,FEMALE
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,17.3,17.3,,,12.5,23.4,349.0,,,,,"$15,000 - $24,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,34.9,34.9,,,26.8,43.9,200.0,,18 - 24,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,33.8,33.8,,,30.0,37.8,1122.0,,,College graduate,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Education,College graduate,EDU,EDUCOGRAD
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,28.1,28.1,,,24.8,31.6,1464.0,,,,Male,,,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Gender,Male,GEN,MALE
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,15.7,15.7,,,8.2,28.1,68.0,,,,,,Hispanic,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,25.2,25.2,,,21.3,29.5,695.0,,45 - 54,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,17.4,17.4,,,13.1,22.8,418.0,,,,,,American Indian/Alaska Native,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,26.8,26.8,,,24.3,29.5,2345.0,,,,,,Non-Hispanic White,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,21.6,21.6,,,16.1,28.3,385.0,,,,,"$35,000 - $49,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,20.7,20.7,,,14.6,28.6,210.0,,,Less than high school,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Education,Less than high school,EDU,EDUHS
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,20.1,20.1,,,16.3,24.5,744.0,,55 - 64,,,,,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,AK,Alaska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011.0,Value,26.1,26.1,,,21.2,31.5,512.0,,,,,"$50,000 - $74,999",,"(64.845079957001, -147.722059036)",PA,PA1,Q044,VALUE,2,Income,"$50,000 - $74,999",INC,INC5075
